file1,file2,import_similarity,method_similarity,label
awaitility-kotlin/pom.xml,awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,0.0,0.0,1
awaitility-kotlin/pom.xml,changelog.txt,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,0.08,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,changelog.txt,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,changelog.txt,0.0,0.0,1
awaitility/src/main/java/org/awaitility/core/ConditionAwaiter.java,awaitility/src/test/java/org/awaitility/core/ConditionAwaiterTest.java,0.07142857142857142,0.0,1
awaitility/src/main/java/org/awaitility/core/JavaVersionDetector.java,awaitility/src/test/java/org/awaitility/core/JavaVersionDetectorTest.java,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility/pom.xml,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility/src/test/java/org/awaitility/AwaitilityAdderTest.java,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility/src/test/java/org/awaitility/AwaitilityTest.java,0.0,0.0,1
awaitility-kotlin/pom.xml,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,0.0,0.0,1
awaitility-kotlin/pom.xml,changelog.txt,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,0.08,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility/pom.xml,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility/src/test/java/org/awaitility/AwaitilityAdderTest.java,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility/src/test/java/org/awaitility/AwaitilityTest.java,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,0.0,0.0,1
awaitility-kotlin/src/main/kotlin/org/awaitility/kotlin/AwaitilityKt.kt,changelog.txt,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,awaitility/pom.xml,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,awaitility/src/test/java/org/awaitility/AwaitilityAdderTest.java,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,awaitility/src/test/java/org/awaitility/AwaitilityTest.java,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,0.0,0.0,1
awaitility-kotlin/src/test/kotlin/org/awaitility/kotlin/KotlinTest.kt,changelog.txt,0.0,0.0,1
awaitility/pom.xml,awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,0.0,0.0,1
awaitility/pom.xml,awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,0.0,0.0,1
awaitility/pom.xml,awaitility/src/test/java/org/awaitility/AwaitilityAdderTest.java,0.0,0.0,1
awaitility/pom.xml,awaitility/src/test/java/org/awaitility/AwaitilityTest.java,0.0,0.0,1
awaitility/pom.xml,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,0.0,0.0,1
awaitility/pom.xml,changelog.txt,0.0,0.0,1
awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,0.0,0.0,1
awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,awaitility/src/test/java/org/awaitility/AwaitilityAdderTest.java,0.0,0.0,1
awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,awaitility/src/test/java/org/awaitility/AwaitilityTest.java,0.1724137931034483,0.0,1
awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,0.0,0.0,1
awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,changelog.txt,0.0,0.0,1
awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,awaitility/src/test/java/org/awaitility/AwaitilityAdderTest.java,0.6666666666666666,0.0,1
awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,awaitility/src/test/java/org/awaitility/AwaitilityTest.java,0.034482758620689655,0.0,1
awaitility/src/test/java/org/awaitility/AwaitilityAccumulatorTest.java,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,0.23529411764705882,0.0,1
